# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT,DIP,DIP.1,target_pregnant,et_month,et_dayofweek,opu_lag_days,freeze_lag_days
384.0,DZF,DZF,DZF,2025-12-12,DZF,79,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
385.0,DZF,DZF,DZF,2025-12-12,DZF,76,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,8.0,
386.0,DZF,DZF,DZF,2025-12-12,DZF,226,Local crossbred,Cow,,right,15.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
387.0,DZF,DZF,DZF,2025-12-12,DZF,56,Local crossbred,Cow,,left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
388.0,DZF,DZF,DZF,2025-12-12,DZF,32835,Local crossbred,Cow,,left,18.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
389.0,DZF,DZF,DZF,2025-12-12,DZF,75,Local crossbred,Cow,,left,10.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
390.0,DZF,DZF,DZF,2025-12-12,DZF,31947,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,8.0,
391.0,DZF,DZF,DZF,2025-12-12,DZF,166,Local crossbred,Cow,,left,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
392.0,DZF,DZF,DZF,2025-12-12,DZF,32093,Local crossbred,Cow,,left,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
393.0,DZF,DZF,DZF,2025-12-12,DZF,109,Local crossbred,Cow,,left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
394.0,DZF,DZF,DZF,2025-12-12,DZF,223,Local crossbred,Cow,,right,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
395.0,DZF,DZF,DZF,2025-12-12,DZF,202,Local crossbred,Cow,,right,18.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.75,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
396.0,DZF,DZF,DZF,2025-12-12,DZF,222,Local crossbred,Cow,,left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
397.0,DZF,DZF,DZF,2025-12-12,DZF,63,Local crossbred,Cow,,left,13.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
398.0,DZF,DZF,DZF,2025-12-12,DZF,32005,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
399.0,DZF,DZF,DZF,2025-12-12,DZF,246,Local crossbred,Cow,,right,13.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
400.0,DZF,DZF,DZF,2025-12-12,DZF,210,Local crossbred,Cow,,left,12.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
401.0,DZF,DZF,DZF,2025-12-12,DZF,32038,Local crossbred,Cow,,right,16.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
402.0,DZF,DZF,DZF,2025-12-12,DZF,162,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
403.0,DZF,DZF,DZF,2025-12-12,DZF,32305,Local crossbred,Cow,,left,11.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
404.0,DZF,DZF,DZF,2025-12-12,DZF,32391,Local crossbred,Cow,,left,16.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
405.0,DZF,DZF,DZF,2025-12-12,DZF,135,Local crossbred,Cow,,right,20.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
406.0,DZF,DZF,DZF,2025-12-12,DZF,100,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
407.0,DZF,DZF,DZF,2025-12-12,DZF,105,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
408.0,DZF,DZF,DZF,2025-12-12,DZF,91,Local crossbred,Cow,,right,12.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
409.0,DZF,DZF,DZF,2025-12-12,DZF,168,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
410.0,DZF,DZF,DZF,2025-12-12,DZF,132,Local crossbred,Cow,,left,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
411.0,DZF,DZF,DZF,2025-12-12,DZF,164,Local crossbred,Cow,,left,11.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,D2,Cross Breed,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
412.0,DZF,DZF,DZF,2025-12-12,DZF,31518,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
413.0,DZF,DZF,DZF,2025-12-12,DZF,209,Local crossbred,Cow,,left,13.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
414.0,DZF,DZF,DZF,2025-12-12,DZF,32115,Local crossbred,Cow,,left,13.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
415.0,DZF,DZF,DZF,2025-12-12,DZF,32395,Local crossbred,Cow,,right,16.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
416.0,DZF,DZF,DZF,2025-12-12,DZF,72,Local crossbred,Cow,,right,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
417.0,DZF,DZF,DZF,2025-12-12,DZF,31499,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68.0,1.0,2025-12,4.0,8.0,
418.0,DZF,DZF,DZF,2025-12-12,DZF,77,Local crossbred,Cow,,left,19.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
419.0,DZF,DZF,DZF,2025-12-12,DZF,303,Local crossbred,Cow,,left,16.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,,0.0,2025-12,4.0,8.0,
420.0,DZF,DZF,DZF,2025-12-12,DZF,62,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,,597,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,,
421.0,DZF,DZF,DZF,2025-12-12,DZF,32240,Local crossbred,Cow,,left,13.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-15,Open,,,,,597/9,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,,
422.0,DZF,DZF,DZF,2025-12-12,DZF,268,Local crossbred,Cow,,right,18.0,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6.0,1.0,,,2026-01-15,Pregnant,,,,,967/9,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,,
423.0,DZF,DZF,DZF,2025-12-12,DZF,165,Local crossbred,Cow,,right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.0,6.0,1.0,,,2026-01-15,Open,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,,
424.0,DZF,DZF,DZF,2025-12-12,DZF,228,Local crossbred,Cow,,left,11.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Open,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,,
425.0,DZF,DZF,DZF,2025-12-12,DZF,173,Local crossbred,Cow,,right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,,
426.0,DZF,DZF,DZF,2025-12-12,DZF,169,Local crossbred,Cow,,right,16.0,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-15,Open,,,,,612+2/4,,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,,
427.0,DZF,DZF,DZF,2025-12-12,DZF,188,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6.0,1.0,,,2026-01-15,Open,,,,,612+2/4,,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,,
428.0,DZF,DZF,DZF,2025-12-12,DZF,195,Local crossbred,Cow,,right,11.0,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-15,Pregnant,,,,,04-04,Beef Master,-0.4,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,68.0,1.0,2025-12,4.0,,
429.0,DZF,DZF,DZF,2025-12-17,DZF,352,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-20,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
430.0,DZF,DZF,DZF,2025-12-17,DZF,377,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
431.0,DZF,DZF,DZF,2025-12-17,DZF,320,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,2.75,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
432.0,DZF,DZF,DZF,2025-12-17,DZF,240,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-20,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
433.0,DZF,DZF,DZF,2025-12-17,DZF,117,Local crossbred,Cow,,left,10.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,2.75,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
434.0,DZF,DZF,DZF,2025-12-17,DZF,32020,Local crossbred,Cow,,left,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1010-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,29M,Angus,,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-12,2.0,,
435.0,DZF,DZF,DZF,2025-12-17,DZF,262,Local crossbred,Cow,,left,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1000-1,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-20,Pregnant,,,,,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Pre-Sorted for Female,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
436.0,DZF,DZF,DZF,2025-12-17,DZF,31874,Local crossbred,Cow,,right,16.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
437.0,DZF,DZF,DZF,2025-12-17,DZF,300,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.75,7.0,1.0,,,2026-01-20,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
438.0,DZF,DZF,DZF,2025-12-17,DZF,58,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
439.0,DZF,DZF,DZF,2025-12-17,DZF,250,Local crossbred,Cow,,right,17.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-20,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
440.0,DZF,DZF,DZF,2025-12-17,DZF,270,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
441.0,DZF,DZF,DZF,2025-12-17,DZF,312,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1040-1,,Ruben,Talal,3.0,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,765/4,Grey Brahman,,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,,0.0,2025-12,2.0,,
442.0,DZF,DZF,DZF,2025-12-17,DZF,323,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1042-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,602,Grey Brahman,2.5,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
443.0,DZF,DZF,DZF,2025-12-17,DZF,61,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
444.0,DZF,DZF,DZF,2025-12-17,DZF,126,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
445.0,DZF,DZF,DZF,2025-12-17,DZF,31890,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
446.0,DZF,DZF,DZF,2025-12-17,DZF,281,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
447.0,DZF,DZF,DZF,2025-12-17,DZF,237,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
448.0,DZF,DZF,DZF,2025-12-17,DZF,31996,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1053-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,609,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
449.0,DZF,DZF,DZF,2025-12-17,DZF,95,Local crossbred,Cow,,left,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1053-1,,Ruben,Talal,3.5,7.0,1.0,,,2026-01-20,Open,,,,,609/9,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
450.0,DZF,DZF,DZF,2025-12-17,DZF,31922,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63.0,1.0,2025-12,2.0,,
451.0,DZF,DZF,DZF,2025-12-17,DZF,32826,Local crossbred,Cow,,left,20.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63.0,1.0,2025-12,2.0,,
452.0,DZF,DZF,DZF,2025-12-17,DZF,31786,Local crossbred,Cow,,left,13.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63.0,1.0,2025-12,2.0,,
453.0,DZF,DZF,DZF,2025-12-17,DZF,319,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,,0.0,2025-12,2.0,,
454.0,DZF,DZF,DZF,2025-12-17,DZF,287,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63.0,1.0,2025-12,2.0,,
455.0,DZF,DZF,DZF,2025-12-17,DZF,31591,Local crossbred,Cow,,left,18.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,612,Fresian,2.2,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
456.0,DZF,DZF,DZF,2025-12-17,DZF,32171,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
457.0,DZF,DZF,DZF,2025-12-17,DZF,32216,Local crossbred,Cow,,right,17.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
